Review,y_rasa,c_rasa,y_pelayanan,c_pelayanan,y_tempat,c_tempat,y_harga,c_harga
"Makanan enak dan harga murah, tapi pelayanannya lambat dan tempatnya berisik",1,1,-1,1,-1,1,1,1
"Makanan menu ayam yang disukai oleh anak-anak dan orang dewasa, variasi menu juga ada selain ayam. Service cukup secara ini adalah resto fast food, tidak banyak dilayani, konsep suasana sedikit sempit karena mungkin lahan yang kurang, tapi overall love it, sebagai tempatnya makan bersama keluarga",1,1,0,1,-1,1,0,0
"Tempat yg bersih dan nyaman. Pelayan sangat ramah. Menu sangat memuaskan, harga yang sesuai dengan kualitas makanan dan minuman.",1,1,0,0,1,1,1,1
"restoran favorit
  Menu nya banyak varian, terdapat tempatnya bermain untuk anak juga,.",0,0,0,0,0,0,0,0
Makanan di restoran ini tidak sepadan dengan harga yang sangat mahal.,0,1,0,0,0,0,-1,1
"Pemesanan menggunakan digital memudahkan konsumen untuk bertransaksi, makanan yg enak dan suka ada diskon. rekomended sekali",1,1,0,0,0,0,1,1
"Makanan kurang bumbu, tempatnya sumpek, dan pelayanannya lelet. Tapi harga sesuai kantong.",-1,1,-1,1,-1,1,1,1
Mahal banget untuk kualitas segitu. Minuman gak enak kayak sirup encer.,-1,1,0,0,0,0,-1,1
"Bumbu dari ayam nya ga pernah berubah , selalu mantab dan pelayanan nya juga bagus .. cepat sat set .. tempatnya nya lumayan bersih, toilet ga ada tissue but so far so good ..",1,1,1,1,0,1,1,1
Harga makanan yang mahal tidak sebanding dengan rasa dan kualitasnya.,0,1,0,0,0,0,-1,1
"Tempatnya nyaman, makanannya enak. Paslah buat kalian yang nyari tempatnya makan nyaman dan enak",1,1,0,0,1,1,0,0
Makanannya enak banget aku paling suka nongki yg didekat tmpt aku tinggal tmptnya juga bagus higienis lagi pokoknya suka deh,1,1,0,0,1,1,0,0
"Tempat ini sungguh cocok banget buat pertemuan / reuni, selain makanya yg enak enak, harga terjangkau, pelayanan sangat bagus dan juga dalam lingkungan suasana yg begitu indah dan sejuk, cocok lah pokoknya",1,1,1,1,1,1,1,1
"Area Parkir terbatas untuk roda 4...
  Area makan terbatas, tersedia smoking area...
  Pelayanan Cepat...",0,0,1,1,0,1,0,0
Siapa sih yg gapernah ke mcdonald. yg ngeselin disini tuh cuma tukang parkirnya aja. ga pernah mau bantu keluarin motor tp minta duit. ga dikasih marah,0,0,0,0,0,0,0,0
Harga makanan di sini terlalu mahal untuk apa yang disajikan.,0,1,0,0,0,0,-1,1
Harga di restoran ini benar-benar tidak masuk akal untuk kualitas yang mereka tawarkan.,-1,1,0,0,0,0,-1,1
"Tempat makan yang nggak nyaman, tapi rasa makanan oke dan harganya juga murah.",1,1,0,0,-1,1,1,1
"Pelayanannya lambat, nunggu makanan hampir satu jam. Rasa makanan biasa aja.",-1,1,-1,1,0,0,0,0
"Ini adalah restoran favorit anak saya. Dan Makanan favoritnya adalah burger. Di sini pelayanannya bagus dan juga cepat, bahagia, dan sopan. ",0,0,1,1,0,0,0,0
Harga makanan di sini sungguh berlebihan untuk rasa yang sangat biasa.,-1,1,0,0,0,0,-1,1
"Tempatnya sangat nyaman, pelayanannya gak terlalu cekatantapi masih oke",0,0,0,1,1,1,0,0
memang terkenal sebagai tempatnya makan yang nyaman dan merindukan karena menu&rasanya tidak membosankan. Dan harga pun relatif terjangkau.,1,1,0,0,1,1,0,1
Lagi banyak promo sih jadinya lumayan ramai juga. Ada wifi juga dan lumayan ngebut. Tempatnya lumayan buat nongkrong,0,0,0,0,0,1,0,1
"Tempatnya lumayan sering penuh kalo kesini, tapi pelayanan terhadap pelanggan cepat dan memuaskan. Rasa makanannya sama seperti dulu gak berubah",0,1,1,1,0,1,0,0
"Pelayanannya sangat lambat, mengecewakan. Ruang makan cukup luas, bisa untuk acara",0,0,-1,1,0,1,0,0
Disini enak bgt karna deket rumah dan orngnya disini ramah2. Makanan mcd uda pasti enak juga,1,1,1,1,0,0,0,0
"Tempat cukup sempit dan kursinya lumayan sedikit, makanan kurang berasa bumbunya, pelayanan lumayan cekatan tapi karena ramai jadinya lama",0,1,0,1,0,1,0,0
"Pelayanan buruk banget, nunggu lama tanpa kepastian. Tempatnya sumpek, gak asik.",0,0,-1,1,-1,1,0,0
24jam tp klo udah jam11-12 malam pasti diusir secara halus dgn dalih mo di bersihin dan dilarang berada di area tsb,0,0,0,0,0,0,0,0
Tempatnya cozy enak bgt buat kumpul2 dan seperti biasa makanan di mcd ga ada yg pernah gagal luvvv bgtt,1,1,0,0,1,1,0,0
"Tempat yang nyaman untuk menghabiskan waktu bersama teman, makanannya pun enak dan bervariasi,
  Saat membawa anak kecil juga menjadi tempatnya yg menyenangkan",1,1,0,0,1,1,0,0
"Tempat ini bagus! Suasananya dingin dan sejuk tetapi stafnya juga sangat ramah, membuat pelanggan senang adalah prioritas utama mereka. Makanannya enak dan untuk harganya 100% sepadan.",1,1,1,1,1,1,1,1
"Makanannya enak sekali, pelayanannya juga sangat baik dan ramah, tapi harganya terlalu mahal tidak pas di kantong pelajar",1,1,1,1,0,0,-1,1
"Suasananya cozy, tapi untuk makanannya kurang segar, harganya juga terlalu tinggi.",1,1,0,0,1,1,1,1
"Rasa makanan ga enak padahal harga mahal, mana tempatnya kotor lagi.",-1,1,0,0,-1,1,-1,1
Tempatnya panas pol simulasi neraka. Mana makanannya juga lama banget jadinya. Nyesal juga bayar mahal-mahal,0,0,0,0,-1,1,-1,1
"Untuk makanan tidak perlu di tanyakan lagi semua makanannya enak.
  Untuk pelayanan ramah murah senyum tapi kurang cekatan dan sangat lama mengantar makanan.
  Untuk suasana masih sedikit harus diperhatikan ya, karena ini restoran yang siap saji dan harus dijaga terus kebersihanya.
  Overall semua good.",1,1,0,1,0,1,0,0
"Luas, 3 lantai. Tersedia pastry, kopi di lantai 2. Pelayanan cepat meskipun ramai. Self order.",0,0,1,1,0,1,0,0
Harga yang dipatok sangat tidak masuk akal untuk rasa makanan yang hambar.,-1,1,0,0,0,0,-1,1
"rasa ayamnya enak dan memuaskan. yang kurang cuma pelayannya, tidak ramah dan sangat jutek dan tempatnya juga kecil dan sempit",1,1,-1,1,-1,1,0,0
Harga makanan tidak masuk akal untuk porsi dan rasa yang diberikan.,0,1,0,0,0,0,-1,1
Saya kecewa dengan harga tinggi untuk makanan yang tidak memuaskan.,-1,1,0,0,0,0,-1,1
"Rasa makanannya sangat enak dan harganya terjangkau, tapi pelayanannya buruk.",1,1,-1,1,0,0,1,1
"Sangat menyenangkan dan memuaskan apa lagi makanan nya smeua enak dan suasananya sangat wow dan pelayanannya juga ramah dan sopan santun
  Terimakasih",1,1,1,1,0,0,0,0
"Makanan nya enakk
  suasana nya nyaman
  pokoknya luv banget lahh",1,1,0,0,1,1,0,0
"Es krimnya kebetulan lagi dapet yang cair ga padet, Kentang gorengnya ga garing dan kurang seasoning",-1,1,0,0,0,0,0,0
"Makanan nya oke, seperti mcd pada umum nya. Tapi icecream nya cepet bngt cair , gk kaya di mcd salemba yg ice cream nya tahan lama",0,1,0,0,0,0,0,0
"Ruangan di bawah nya ac nya mati , udh makan kepedesan di tambah kepanasan lengkap sudah, saran saya mau siang atau pun malam harus nya nyala terus AC supaya pelanggan nyaman saat makan ..",0,0,0,0,-1,1,0,0
"Restorannya bersih, hanya pelayanan nya kurang karena ayam yang diberikan dalam kondisi tidak panas.",0,0,-1,1,1,1,0,0
Rasa makanannya mengecewakan dan harganya benar-benar tidak wajar.,-1,1,0,0,0,0,-1,1
Rasa makanannya kayak masakan rumah yang gagal. Harga terlalu mahal.,-1,1,0,0,0,0,-1,1
"Enak disini buat nongkrong sekedar kongkow meet up, ataupun buat nugas.
  Mau meja cepee, meja biasa, ada~",0,0,0,0,0,1,0,0
"Fastfood yang dari dulu selalu bertahan.
  Sangat menjaga protokol Kesehatan di Masa seperti ini.",0,0,0,0,0,0,0,0
"Harga mahal, gak sesuai dengan kualitas. Minuman juga gak enak.",-1,1,0,0,0,0,-1,1
menu yg di sajikan sangat enak dan higenis tempatnya nya juga sangat nyaman dan mudah di jangkau dan tentunya menjadi tempatnya kegemaran anak-anak,1,1,0,0,1,1,0,0
"Harganya emang murah banget si, tapi rasa makanannya hambar dan tidak sesuai dengan deskripsi menu. Terus tempat ini sangat tidak terawat, sangat mengecewakan.",-1,1,0,0,-1,1,1,1
Wau wau ini beneran di jamin makyus rasanya mantap pelayanan ramah banget suasana nya betah jadi pingin pulang harganya merakyat jangan ingaku keren klo blum nyobain,1,1,1,1,1,1,1,1
"enak sekali tempatnya ny buat saya bisa bikin vidio motor saya di parkiran
  mantul dah pokoknya",1,1,0,0,1,1,0,0
"Makanannya sih biasa aja. Standard lah... semua McD Indo juga sama aja. Cuma gw suka tempatnya nya nih. Terang dan memberi kesan tempatnya yang lega. Dan juga bukanya 24 jam, jadi tambah suka deh. Kalau Parkirannya, mesti dibersihin dari Preman",0,1,0,0,1,1,0,0
Lumayan rame walaupun sudah diatas jam 7 malam. Bahkan makin rame semakin malam. Sayangnya tempatnya parkir buat mobil yang terbatas.,0,0,0,0,0,1,0,0
"Lokasi strategis, menjadi tempatnya meeting Point yg bagus utk meeting, kumpul teman ataupun keluarga. Makanan gak usah diragukan lagi. Bisa juga layanan takeaway",1,1,0,0,1,1,0,0
"selalu terbaik, menu favorit dan tempatnya yg asik",1,1,0,0,1,1,0,0
Makanan di sini terlalu mahal untuk rasa yang tidak memuaskan.,-1,1,0,0,0,0,-1,1
"Rasa ayamnya spesial....aroma keemasan, tapi sayang banget karyawannya ga ramah jutek banget dan tempatnya juga kurang bersih, banyak meja-meja yang kotor",1,1,-1,1,-1,1,0,0
"Harusnya kalo keadaan lagi ramai lantai 3 nya bisa dibuka lah agar semua pelanggan bisa mendapatkan tempatnya duduk ini malah orang-orang udah pada banyak yg gak kedapatan tempatnya duduk, dan yang bikin kesal juga untuk antri makanan sangat",0,0,-1,1,0,1,0,0
"Saya suka tempatnya nya, dari segi fasilitas sangat memadai dan ramah lingkungan. Dari segi makanan tidak diragukan lagi dong. Terkadang mampir kesini bareng keluarga dan trman",1,1,0,0,1,1,0,0
"Jalur drive-thru-nya lumayan enak karena relatif datar namun di pintu masuk dan keluarnya agak bergelombang. Parkiran juga cukup banyak tersedia. Pas datang ke sini pas gak terlalu antri jadi bisa langsung pesen, bayar, lalu ambil pesanan.",0,0,0,0,0,1,0,0
"Lokasi strategis, parkir nyaman, fasilitas oke, menu lengkap, pelayanan oke. Tempat cukup nyaman tapi ada banyak kucing",0,0,1,1,0,1,0,0
Tempatnya cukup cocok untuk keluarga dan semua pegawainya ramah. Rasa tetap sama dari dulu gak pernah berubah,0,1,1,1,0,1,0,0
"Makanan seperti biasa rasanya. Pelayanan lumayan lama karena memang suasana lagi ramai, tapi ramah dalam melayani. Cukup suka dan nyaman dengan tempat. Bisa jadi rekomendasi pilihan buat yg nyari tempatnya nongkrong ataupun makan.",0,1,0,1,0,1,0,0
"Tempatnya kumuh, gak terawat. Rasanya juga gak enak, mengecewakan.",-1,1,0,0,-1,1,0,0
"Tempatnya sempit, meja terlalu dekat satu sama lain. Makanan biasa aja.",0,1,0,0,-1,1,0,0
"Mampir untuk ngemil disini, sayang pas mesin ice cream-nya lagi rusak. Ada wifi-nya disini.",0,0,0,1,0,0,0,0
"Menunya sgt memuaskan sekali,cocok buat satu keluarga,Fasilitas bagus banget,memuaskan,nyaman sekali..
  Is the best..",1,1,0,0,1,1,0,0
tempatnya nyaman.....n enak buat nongkrong ngilangin lapar....tapi pelit banget ngasih saos sachetan kalo drive thru...ckckck parah jangan pelit pelit keq ngasih saos doang,0,0,-1,1,1,1,0,0
"Makanan di sini enak, harga oke, tapi tempatnya kotor dan pelayanannya jelek",1,1,-1,1,-1,1,1,1
"Mantap saya sebagai pecinta promo sangat menghargai promo yang diberikan mcd di aplikasi resminya, kenyang makan cuma modal 20ribuan udh ama parkir dapet ayam+nasi 15k sama coke 2 ribuan mayan lah buat nongki ampe subuh",0,0,0,0,0,0,1,1
"Lagi ada event anak sekolah, jd cari yg terdekat buat beli makan siang. Pesen 41 paket dobel cheese burger, mc nuggets, pia apple 8 pieces. Eh pas udh masukin ke mobil saya tanya ke mas2 dan mba2nya ""udah semua kan ya mas?"", ""sudah mba"".",0,0,0,0,0,0,0,0
"Tempat lumayan bersih dan terjaga, cukup cekatan pelayanannya. Untuk makanan, cukup nikmat tapi agak kurang bumbu",0,1,0,1,0,1,0,0
"Pelayanan baik, tapi butuh perbaikan sedikit. Tempatnya nyaman juga bersih, enak buat ajak teman-teman kumpul. Parkirnya luas. Harus mampir deh kesini dijamin ga akan nyesel.",0,0,0,1,1,1,0,0
"Harganya terlalu tinggi, makanannya biasa saja, pelayanannya kurang komunikatif.",-1,1,-1,1,0,0,-1,1
"Tempatnya tidak nyaman dan pelayanan lambat, tapi harganya murah.",0,0,-1,1,-1,1,1,1
"tempatnya nyaman..mkn nya juga enak"" yg q suka mkn nya di McD nuggets dengan saos barbeque, bs pilih mau MIDI atau Maxi. Q suka yang MIDI, isinya pas bgt ada 4 klo Maxi isinya banyak ada 9. Q juga bs ganti menu, ada menu yang pas bgt GK",1,1,0,0,1,1,0,0
"Over all ok...
  Cm kemarin pesen paket ,ayam crispy nya agak asin.. smga kedepan lebih baik lg.",0,1,0,1,0,1,0,1
"Mc cafe ini Tempatnya nyaman buat ketemuan santai dan singkat, namun kalau lebih dari 1jam bosan juga karena berisik dan pergerakan customer yang cepat berganti (khas fastfood ). Di lantai atas ac nya dingin , asal tidak duduk dekat jendela. Harga standar dan mirip2 dengan mcdonald yg lain.",0,0,0,0,1,1,0,1
"Saya tidak mengerti mengapa harga makanan di sini sangat mahal, padahal rasanya biasa saja.",-1,1,0,0,0,0,-1,1
"Ngidam leci tea sebenernya, eh nyampe sini ternyata rame banget lg promo gopay, pas banget dong??????",0,0,0,0,0,0,1,1
"Minuman terlalu manis, gak cocok di lidah. Tempat duduk gak nyaman.",-1,1,0,0,-1,1,0,0
"tergolong ramai dan selalu hidup. Para pengunjuang setiap hari silih berganti, bahkan ada beberapa kelompok anak muda yang sampai berjam",0,0,0,0,0,0,0,0
"Parkir cukup, ramai, layanan cepat, tempatnya duduk bervariasi 2 lantai indoor dan outdoor. Choco pie...biasa ajah pada kepo sih youtuber jadinya kita nyobain. Fish and chip serta menu mc cafe malah lebih enak.",-1,1,1,1,0,1,0,0
"Makanan yang disajikan tidak enak dan terlalu asin. Tempatnya juga tidak nyaman, terlalu ramai dan kotor. Tapi banyak diskon jadi harganya terjangkau ",-1,1,0,0,-1,1,1,1
"tempatnya nyaman bersih dan rapi.. Pelayanan baik, tapi tidak cepat. menunya enak dan harganya pas di kantong cocok ni buat ajak keluarga,kerabat,sahabat dan gebetan",1,1,0,1,1,1,1,1
"Pelayanannya cukup ramah dan praktis. Makanannya enak dan segar. Sip, lah.",1,1,1,1,0,0,0,0
"Ud beberapa x kesini tepatnya 3x, ayam saus secuannya abis.. so far egg scramble nya haoce sen cin ping..
  Gak lupa mainan happy mealnya jg keceh badai",0,0,0,0,0,0,0,0
"Lantai2 nye okelah, tapi di sini selalu ramai yg",0,0,0,0,0,1,0,0
"Mcd paling berantakan dan kotor yang pernah saya temui. Pelayanan lambat walaupun yang kerja banyak 2x pesan 2x saya menunggu 10 mnt an dpt kasir. Meja2 tidak bersih, lantai kotor dimana, banyak pengunjung tp kursi bnyak di angkat. Mohon perhatian manajemen thd quality control resto nya terutama dalam hal higienitas",0,0,-1,1,-1,1,0,0
"Tempatnya nyaman, tapi rasa makanannya biasa aja dan harganya mahal",0,1,0,0,1,1,-1,1
"Tempatnya panas, AC gak nyala. Rasa makanan gak enak.",-1,1,0,0,-1,1,0,0
"Mcdonald's memang yg terbaik
  penyajiannya ,pelayanan, kebersihan , dan makanannya udah ga diragukan lagi selalah nomer 1 dihati",1,1,1,1,0,0,0,0
Kualitas rasa sangat enak dan pas di lidah. Untuk pelayanan mohon ditingkatkan lagi ya,1,1,0,1,0,0,0,0
"Makannya jangan ditanya lagi, udah pasti enak!
  Tempatnya bersih, nyaman, dan harganya terjangkau.",1,1,0,0,1,1,1,1
nasi sangat lembek dan mengganti pesanan tanpa konfirmasi. sangat sangat kecewa,-1,1,-1,1,0,0,0,0
"Sign MCDnya juga kurang terlihat.. Jd sering kelewatan.. Dan dari semua McDonald's drive thru cm disini ga bs pesen ayam nya, anak2 suka nya paha atas dan paha bawah.",0,0,0,0,0,0,0,0
Servis oke. Rasa oke. Cm promo aja yg terus berkurang. Kurang menarik.,0,1,0,1,0,0,-1,1
Restoran ini terlalu mahal untuk makanan yang tidak memuaskan.,-1,1,0,0,0,0,-1,1
"Pelayanan memuaskan, enak banget saya rekomendasikan makan disini aja kualitas pasti terjamin",1,1,1,1,0,0,0,0
"rasa ayam gorengnya ga enak, tapi harganya terjangkau",-1,1,0,0,0,0,1,1
"Mampir di sini bareng temen mau makan siang, tatanan design tempatnya semua standard sesuai dengan luasnya, tempatnya juga dijaga kebersihannya, pelayanannya lumayan",0,0,0,1,1,1,0,0
"pelayanannya biasa aja, kecewa pas karena burgernya ga enak",-1,1,0,1,0,0,0,0
"harganya sangat pas dikantong pelajar, tapi kurang nyaman sama tempatnya yang kotor",0,0,0,0,-1,1,1,1
"Harganya lumayan mahal, tapi rasanya enggak enak",-1,1,0,0,0,0,-1,1
"Pelayanan sangat tidak memuaskan...pesan wafel ice cream 1 aja, menunggu hampir 1jam...tolong dibenahi manajemennya. Tempatnya juga tidak terawat kotor",0,0,-1,1,-1,1,0,0
"Harganya terlalu tinggi, tapi sesuai sih karena makanannya enak. Untuk tempatnya sempit banget",1,1,0,0,-1,1,-1,1
"Tempatnya kurang nyaman buat nongkrong terus kasirnya juga ga ramah, tapi menang diharga aja si murah dan banyak diskon",0,0,-1,1,-1,1,1,1
"Pelayanannya ramah banget sih, makanan sesuai pada umumnya",0,1,1,1,0,0,0,0
Pelayanannya lambat dan gak ramah. Rasa makanan biasa aja.,0,1,-1,1,0,0,0,0
"Pake aplikasi banyak penawaran yang harganya cocok untuk anak kost Pelayanan pun ramah, kebersihan number one. Best lah pokonya!!",0,0,1,1,1,1,1,1
"Pelayanan memuaskan dan cepat..gak ribet!
  Makanannya cukup enak dan banyak jenis makanan yg bisa untuk menjadi menu favorit keluarga.",1,1,1,1,0,0,0,0
"Pelayanan cepat, mantaap. Udah berasa lemes krn blom makan..eeh ada McD disini..mantaaplah sekalian istirahat sejenak...ssst ada promo discount donk utk Mitra Grab online, pasti rajin mampir deeh.. ????",0,0,1,1,0,0,1,1
"Tempatnya rekomended bgt buat ngedte ,makanyanya juga enak ,
  Pokonya jgn lupa mampir kesini",1,1,0,0,1,1,0,0
Sayang sekali semua stop kontak di lantai 1 di dalam atau luar ruangan semuanya mati,0,0,0,0,-1,1,0,0
"Tempatnya nyaman, tapi rasanya tidak enak dan harga yang dibayar sangat mahal.",-1,1,0,0,1,1,-1,1
Harga yang dibayar terlalu tinggi untuk makanan yang sangat biasa.,0,1,0,0,0,0,-1,1
Saya merasa tertipu dengan harga yang sangat tinggi untuk makanan yang tidak enak.,-1,1,0,0,0,0,-1,1
"Restorannya terletak di lokasi yang strategis dan mudah diakses. Pelayanannya oke, tapi diharapkan bisa lebih baik.",0,0,0,1,1,1,0,0
"Menunya lengkap, pelayanannya ramah, namun untuk ketersediaan kursinya terbatas, padahal lt. 1 dan 2 sudah full, tapi untuk lt.3 tidak pernah dibuka, jadi kurang nyaman Karena nunggu ketersediaan kursi , bila mau ke lt.3 harus debat dulu dengan pegawai yg bertugas....",0,0,1,1,-1,1,0,0
"Kualitas layanan memuaskan, tap rasa makanan dan minumannya kurang enak",-1,1,1,1,0,0,0,0
Tempatnya cozy tapi selalu ramai. Harus pintar2 cari waktu yang pas agar dapat tempatnya duduk... ada 3 lantai.. tapi biasanya diatas jam 10 malam lantai 3nya ditutup...,0,0,0,0,0,1,0,0
"Pelayanannya lambat dan tempatnya nggak nyaman, tapi makanan enak dan harga terjangkau",1,1,-1,1,-1,1,1,1
"Pelayanannya super lambat, tapi rasa makanannya lumayan enak dan harganya oke",1,1,-1,1,0,0,1,1
Bagus. Enak. Harganya lumayan. Minumannya yg paling saya suka adalah Lemon Tea. Ada Musholla nya juga. Cuma lantai 3 sering dipakai pesta ulang tahun anak-anak. Lantai 2 nya mohon diperbanyak ya colokan listriknya untuk laptop. Karena di lantai 2 ga semua kursi menyediakan colokan listrik. Intinya sih enak lah.,1,1,0,0,1,1,0,1
"Tempatnya panas, AC kayak gak berfungsi. Makanannya biasa aja.",-1,1,0,0,-1,1,0,0
"pelayan sangat tidak memuaskan dan tempatnya berantakan dan bau tidak sedap, sangat mengganggu.",0,0,-1,1,-1,1,0,0
"Minuman terlalu asam, kayak gak diukur takarannya. Harga mahal.",-1,1,0,0,0,0,-1,1
"Tempat cukup nyaman untuk bersantai, rasa makanan enak, pelayanan cukup baik tapi agak lambat",1,1,0,1,0,1,0,0
"Penyajiannya cepat dan pelayanan nya pun sangat baik, makanannya juga enak",1,1,1,1,0,0,0,0
"Saya pernah makan sekali, untuk semuanya saya pikir cukup bagus, kalaupun ada hal yg kurang hanya pada karyawan yang kurang solutif, tapi itu masih bisa diterima sabagai kewajaran.",0,1,-1,1,0,0,0,0
"Pelayanan bagus, khususnya sistem pemandu pada self order mengingat masih ada pengunjung yg masih awam dengan sistem tsb dan tentunya konsisten dari segi rasa",1,1,1,1,0,0,0,0
"Pelayanan cukup baik, tidak terlalu mengecewakan. tempatnya bagus dan bersih bikin nyaman. Rasa nya jangan diragukan enaknya enak banget",1,1,0,1,1,1,0,0
"Harga worth it rasanya enak, pelayanannya juga sangat ramah",1,1,1,1,0,0,1,1
"staffnya di perbanyak lg, mengingat antara pesanan online, drive thrue dan di lokasi sama banyaknya.
  parkiran mbl lbh baik di atur lg, parkiran mtr juga dan utk online tolong di",0,0,0,1,0,1,0,0
Harga makanan di restoran ini sungguh tidak sepadan dengan rasa dan porsinya.,0,1,0,0,0,0,-1,1
"Tempatnya bagus, rasa makanannya sangat enak namun sayangnya terlalu mahal.",1,1,0,0,1,1,-1,1
tempatnya cozy. Enak buat makan bersama teman juga keluarga. Salah satu resto fast food favorite. Krn makanan nya oke juga strategies tempatnya nya. Monggo mampir. Great view in the second floor.,1,1,0,0,1,1,0,0
"Di sini tempatnya nya sangat nyaman ,pelayanannya juga sangat ramah . makanannya juga sangat enak , dan yang paling penting harganya juga sangat pas di kantong .. pokonya Recommended banget deh",1,1,1,1,1,1,1,1
"Hari ini makan siang lagi bareng teman kerja di McDonald buah batu Pelayanan staff nya ramah dan very helpfull. Kebetulan juga ga terlalu rame, jadi sangat nyaman. Untuk rasa, ga usah di ragukan ya guys. Mcd itu pilihan terbaik saat tengah bulan belum gajian hehe.. jangan lupa ajak temen dan keluarga makan disini ya..",1,1,1,1,0,0,0,0
"Selalu jadi solusi kalo udah gak tau mau makan apa.Ayam spicy-nya bikin gak bisa move on dan nggak bisa nggak pesen french fries tiap kesini. Parkirannya lega, antrian drive thru, driver ojol yang ngambil pesenan dan dine in pastinya udah dipisah. Jadi ngantri pun nyaman.",1,1,0,0,1,1,0,0
"Datang pas lagi sepi sekitar jam 8 malam. Pertama kali makan di McD. Pesan pakai mesin yg sdh disediakan, jadi agak bingung penggunaannya.",0,0,0,1,0,0,0,0
tempatnya cukup dan lumayan bagus. Pelayanan ramah sekali tapi kurang teliti saat mengantarkan makanan. Rasa makanan cukup enak tapi kurang cocok di lidah saya,0,1,0,1,0,1,0,0
"Harga di sini tidak sepadan dengan kualitas makanan yang sangat buruk.""",-1,1,0,0,0,0,-1,1
"Yah boleh lah buat relax sejenak menenangkan pikiran, tmptnya jg cozy
  Capucinonya jg lumayan",0,1,0,0,1,1,0,0
Harganya terlalu mahal untuk makanan yang kurang berasa kaya gini,-1,1,0,0,0,0,-1,1
Pas banget lagi cari tempatnya buat buka laptop dadakan di jalan hayam wuruk... Breakfast wrap dan kopi pas buat cemilan ringan sambil kerja...,0,0,0,0,0,1,0,0
tempatnya nongkrong seputaran jalan hayam wuruk jakarta pusat,0,0,0,0,0,1,0,0
"Order dengan cara self service. minusnya kalau pelanggan bingung jadi bisa bikin lama krna ngantri.
  Areanya luas parkiran juga luas.",0,0,0,1,1,1,0,0
Lumayan. Kamar mandi nya cma 1 dan itupun di lt 2. Dan ac nya panas gak berasa,0,0,0,0,0,1,0,0
makanan favorit saya sekeluarga banyak promo yang menarik istri suka anak pun suka tempatnya nyaman,1,1,0,0,1,1,1,1
"Makanan datang telat, udah gitu rasanya gak enak. Tempatnya rame dan berisik.",-1,1,-1,1,-1,1,0,0
"Tempat strategis, makanannya sesuai dengan cita rasa mc. Donald, suasana ceria karena banyak mahasiswa yang suka nongkrong apalagi pas ada acara bola.",1,1,0,0,1,1,0,0
"Enak makanannya porsinya banyak sesuai dengan harga, seru juga liat pas bikin mie nya",1,1,0,0,0,0,0,1
Tempatnya bersih dan nyaman makanannya lezat dan bersih ruang makanya rapih cocok untuk relax di Restoran MC Donald Bandung Buah Batu ini...its nice place and taste,1,1,0,0,1,1,0,0
"Harga makanan sangat terjangkau, namun tempatnya kotor dan tidak nyaman.",0,0,0,0,-1,1,1,1
"Tempatnya bagus cuman parkirnya rada sempit. Mas-masnya juga baik apalagi mbak-mbaknya, salah satu kelebihannya juga tukang parkir motor ada 2. Baik tapi kayaknya anak punk.",0,0,1,1,0,1,0,0
"Pesanan diantar ke meja, ntar dikasih nomor meja sama waiternya, lokasi pinggir jalan, cocok kalau tiba lapar",0,0,0,1,0,0,0,0
"Tempat yang paling nyaman dengan makanan enak yang cepat saji... Suasananya nyaman cocok buat keluarga, teman ngumpul atau teman kerja",1,1,0,0,1,1,0,0
Lumayan parkiran luas taman bermain anak lumayan aman kebersihan bagus hanya pelayanan saja terkadang yg melayanin kurang senyum,0,0,-1,1,1,1,0,0
"Tempatnya nggak nyaman dan pelayanannya buruk, tapi harga makanan murah dan rasanya enak",1,1,-1,1,-1,1,1,1
"Pelayanannya cepat dan efisien. Suasananya juga nyaman dan bersih, cocok untuk keluarga kecilku. Terjangkau dan worthed banget dengan pelayanannya Overall, sangat recommended buat siapa aja yang pengen makan enak, cepat, dan praktis",1,1,1,1,1,1,1,1
"Makan ayam favorit yaa disini, rasanya dari dulu ga berubah, pelayanannya terbaik",1,1,1,1,0,0,0,0
"Bagus enak, tapi sangat di sayangkan udah makan bayar mahal bayar pajak masih aja di palak sama jukir Mc D",1,1,0,0,0,0,-1,1
"Gak pernah nyesel kalo makan di sini, makannya enak menyesuaikan lidah indo banget,paling suka icecreamnya. cocok banget apalagi bareng keluarga, ngak pernah absen ngajak keluarga tiap Minggu disini. Ngak cuman makannya, fasilitas nya juga bersih dan bagus banget, pokoknya top top deh",1,1,0,0,1,1,0,0
"Apabila anda sedang berada di daerah Buah Batu dan sedang mencari lokasi kuliner atau pertemuan dengan keluarga atau klien bisnis dengan suasana yang menyenangkan, maka Mc Donald's Bandung Buah Batu bisa pilihan Anda. Selain makanan yang enak",1,1,0,0,1,1,0,0
"Pelayanan DriveThru terburuk!!! Parkiran jg sempit gak bs keluar kalo batal drive thru. Ngantri drive thru 1 jam! Gak abis pikir. Tolong deh diperbaiki. Jika memang gak bs melayani, kasi tau dan segera ditutup drpd orang menunggu lama. Tolong banget management McD buah batu diperhatikan",0,0,-1,1,-1,1,0,0
"Pelayanannya baik, tetapi rasanya sangat mengecewakan dan harganya terlalu tinggi.",-1,1,1,1,0,0,-1,1
"Tempatnya bau apek, makanan rasanya biasa aja.",0,1,0,0,-1,1,0,0
